molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL3911988,1724.5,nM,NC(=O)C1CN(C(=O)c2ccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)s2)CCN1,5.763336801296591
CHEMBL3892195,1727.1,nM,CC(=O)c1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,5.762682515825204
CHEMBL3949441,1727.1,nM,CC(=O)NCc1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,5.762682515825204
CHEMBL3904199,1769.5,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(Nc4cc(F)cc(F)c4)nc23)N1,5.752149433026466
CHEMBL3960821,1775.8,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4ccc(C(=O)N5CCCC5)s4)nc23)N1,5.7506059483476495
CHEMBL3970280,1820.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(c5ccccn5)CC4)nc23)S1,5.739928612014925
CHEMBL3926092,1845.6,nM,CCN1CCCC1CNc1cc(NC2CC2)n2ncc(/C=C3\SC(=O)NC3=O)c2n1,5.733862418486963
CHEMBL4110296,1862.9,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(N4CC[C@@H](O)C4)nc23)N1,5.729810457295819
CHEMBL3893056,1872.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4ccc(C(=O)NCCC(F)(F)F)s4)nc23)N1,5.727694155597914
CHEMBL3971993,1878.1,nM,CN(C)CCCNC(=O)c1cc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cs1,5.726281287313804
CHEMBL3930352,1884.0,nM,NC1CCN(c2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)C1,5.724919101543142
CHEMBL3974348,1894.4,nM,COCCNCc1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)s1,5.722528314957174
CHEMBL3935665,1939.1,nM,CC(C)Nc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,5.712399793640049
CHEMBL4106943,1952.0,nM,C[C@@H](Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)C1CC1,5.709520186669327
CHEMBL3943317,1954.7,nM,CN1CCC(NC(=O)c2cc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)cs2)CC1,5.7089198870364735
CHEMBL3947317,1970.6,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cc(F)cc(F)c4)nc23)N1,5.705401521546291
CHEMBL3938750,1984.8,nM,CN(C)C(=O)c1cc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cs1,5.7022832487358475
CHEMBL1230165,2000.0,nM,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,5.698970004336019
CHEMBL3945278,2019.3,nM,CC(C)(C)OC(=O)N1CCN(C(=O)c2cccc(Nc3cc(Nc4cccc(Cl)c4)nc4c(/C=C5\NC(=O)NC5=O)cnn34)c2)CC1,5.694799154723592
CHEMBL3891189,2026.0,nM,N#CC1CC1C(=O)N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,5.693360558975739
CHEMBL3969132,2041.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4ccc(F)c(Cl)c4)nc23)N1,5.69015699528393
CHEMBL3960545,2044.1,nM,CN1CCN(C(=O)c2ccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)s2)CC1,5.689497861773205
CHEMBL3954025,2046.1,nM,CN1CCCN(c2cc(NC3CC3)n3ncc(/C=C4\SC(=O)NC4=O)c3n2)CC1,5.689073144628306
CHEMBL3970764,2078.1,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NC4CCNCC4)nc23)N1,5.682333557643499
CHEMBL3948953,2084.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4cccnc4)nc23)N1,5.681102285372513
CHEMBL3916675,2084.0,nM,CNc1cc(-c2cccc(CNC(C)=O)c2)nc2c(/C=C3\NC(=O)NC3=O)cnn12,5.681102285372513
CHEMBL3890154,2132.1,nM,CC(C)N(C)C(=O)c1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)s1,5.671192429837911
CHEMBL3913352,2168.5,nM,CN1CCN(Cc2cccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)c2)CC1,5.66384057351522
CHEMBL3927967,2168.5,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4cccc(OCCCO)c4)nc23)N1,5.66384057351522
CHEMBL3954260,2190.5,nM,O=C1NC(=O)/C(=C/c2cnn3c(NCCN4CCOCC4)cc(Nc4cccc(Cl)c4)nc23)N1,5.659456742485806
CHEMBL3917705,2200.2,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(F)c4)nc23)N1,5.657537839655754
CHEMBL3954481,2204.6,nM,CC(C)CN1CCC(Nc2cc(Nc3cccc(Cl)c3)nc3c(/C=C4\NC(=O)NC4=O)cnn23)CC1,5.656670196922393
CHEMBL3966714,2214.4,nM,Cc1cc(COc2cccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)c2)no1,5.654743927223336
CHEMBL3928053,2214.4,nM,CN(C)CCCOc1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,5.654743927223336
CHEMBL3932791,2244.9,nM,O=C1NC(=O)/C(=C/c2cnn3c(SCc4ccccc4)cc(Nc4cccc(Cl)c4)nc23)N1,5.648803000057303
CHEMBL3965468,2334.4,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(Nc4cccc(CN5CCCC5)c4)nc23)N1,5.631824725450624
CHEMBL3962682,2382.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4csc(C(=O)O)c4)nc23)N1,5.623058242853242
CHEMBL3950281,2403.2,nM,CS(=O)(=O)Nc1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,5.619210084675926
CHEMBL3917549,2405.8,nM,NCc1ccc(Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1,5.6187404794511515
CHEMBL3928659,2407.6,nM,COC(=O)CN1CCC(Nc2cc(Nc3cccc(Cl)c3)nc3c(/C=C4\NC(=O)NC4=O)cnn23)CC1,5.618415665347248
CHEMBL3896788,2438.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCC(F)F)nc23)N1,5.612966298717637
CHEMBL3978531,2449.1,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CCNCC4)cc(Nc4cccc(Cl)c4)nc23)N1,5.610993481693768
CHEMBL3933040,2479.9,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(C(F)(F)F)c4)nc23)N1,5.605565831401126
CHEMBL3974287,2891.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cccc(Cl)c4F)nc23)N1,5.538951908329342
CHEMBL3965648,3668.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)CC5CC5)CC4)nc23)N1,5.435570673002017
CHEMBL3964004,3745.0,nM,N#Cc1cccc(C(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,5.426548177964515
CHEMBL3911397,3824.0,nM,CC(C)(C)NC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,5.417482116395938
CHEMBL3942463,4732.0,nM,Cc1ccccc1-c1cc(F)ccc1CNc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,5.324955264044107
CHEMBL3907663,6252.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cc(F)cc(F)c4F)nc23)N1,5.203981030652851
CHEMBL3947286,6687.0,nM,Nc1cc(Nc2cc(Cl)ccc2F)nc2c(/C=C3\CC(=O)NC3=O)cnn12,5.1747686768001
CHEMBL4458300,7000.0,nM,O=C(O)c1ccc(Nc2nc(-c3cccc(Br)c3)cs2)cc1,5.154901959985743
CHEMBL3948806,8709.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cnsc4)nc23)N1,5.060031709448664
CHEMBL3966868,10818.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4ccccc4F)nc23)N1,4.965853022893954
CHEMBL3900076,12626.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cccc(C(F)(F)F)c4)nc23)N1,4.898734215008665
CHEMBL3975604,17316.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(-n5cccn5)c4)nc23)N1,4.761552422858881
CHEMBL3940616,19381.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cccc(F)c4)nc23)N1,4.712623818447401
CHEMBL3954352,19744.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(OCc4ccccc4Cl)nc23)N1,4.704564857646853
CHEMBL4114367,19928.0,nM,C[C@@H](NC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)C1CC1,4.70053628547155
CHEMBL3961330,21326.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4ccc(N5CCCCC5)cc4)nc23)N1,4.6710905951288115
CHEMBL3893550,23660.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4ccc(F)cc4F)nc23)N1,4.625985259708089
CHEMBL3901301,24910.0,nM,CCNC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.603626272463494
CHEMBL3948275,25886.0,nM,CC(C)(C)CC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.5869350531625885
CHEMBL3901300,26323.0,nM,C[C@H](Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1cc(Cl)ccc1F,4.579664616228338
CHEMBL4112650,28144.0,nM,C[C@@H](Oc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1ccccn1,4.550614177886614
CHEMBL3932116,28649.0,nM,CC(C)(C)OC(=O)N1CCOC(C(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)C1,4.542890532581805
CHEMBL3963684,29314.0,nM,COc1cc(Cl)ccc1C(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.532924916484793
CHEMBL3895196,31641.0,nM,COc1cccc(NC(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,4.499749799269842
CHEMBL3963356,32822.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(OCc4ccc(Cl)cc4)nc23)N1,4.483834958855757
CHEMBL3926977,34040.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4ccncn4)nc23)N1,4.4680104485874494
CHEMBL3918043,35033.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cc(Cl)ccc4F)nc23)N1,4.455522670913571
CHEMBL3976552,36311.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4ncc(Cl)cc4Cl)nc23)N1,4.439961790511464
CHEMBL3907165,38513.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5CC5)CC4)nc23)N1,4.414392650354162
CHEMBL3933278,39441.0,nM,COc1ccnc(COc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,4.4040520823470475
CHEMBL3935721,41017.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5CC5(F)F)CC4)nc23)N1,4.387036107280458
CHEMBL3921670,41170.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5CCC5)CC4)nc23)N1,4.385419133002514
CHEMBL3963553,41784.0,nM,Cc1ccc(C(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1F,4.378989987171063
CHEMBL3966391,42842.0,nM,CC(=O)N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,4.368130263127548
CHEMBL3966720,45534.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)C4CNCCO4)nc23)N1,4.341664196789923
CHEMBL3892345,47119.0,nM,COc1c(F)cccc1Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.326803935094689
CHEMBL3941212,51843.0,nM,CC(C)(C)OC(=O)N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,4.285309875082139
CHEMBL3893658,52820.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)CN5CCOCC5)CC4)nc23)N1,4.277201603129095
CHEMBL3974122,60724.0,nM,CC1(C(=O)N2CCN(c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)CC2)CC1,4.216639628405217
CHEMBL3911024,65249.0,nM,CC(C)N1CCN(c2ccc(Oc3nc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)cc2)CC1,4.185426139894814
CHEMBL3928283,70354.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5(C(F)(F)F)CC5)CC4)nc23)N1,4.15271120557049
CHEMBL3934858,80785.0,nM,Nc1cc(Nc2cc(Cl)ccc2F)nc2c(/C=C3\NC(=O)NC3=O)cnn12,4.092669270685602
CHEMBL3983580,87627.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4ncc(C(F)(F)F)cc4Cl)nc23)N1,4.057362056568207
