epoch,kl_weight,lr,kl_loss,recon_loss,loss
0.0,0.0,0.0029339262969984574,3.5176487188637258,0.1699507110118866,0.1699507110118866
1.0,0.01,0.0027421729424061793,0.24359315305948256,0.15729752469062805,0.15973345589637755
2.0,0.02,0.002443510090594839,0.06323001092672348,0.13717205095291138,0.13843665063381194
3.0,0.03,0.002067172942406179,0.047101107627153395,0.10658239984512329,0.10799543297290802
4.0,0.04,0.00165,0.019219492375850678,0.08872234690189361,0.08949112629890442
5.0,0.05,0.0012328270575938211,0.01121708146482706,0.07917250514030456,0.07973335957527161
6.0,0.06,0.0008564899094051615,0.005664135087281466,0.07256481742858886,0.07290466558933258
7.0,0.07,0.0005578270575938211,0.0027927514705806972,0.06852781736850738,0.06872330987453461
8.0,0.08,0.0003660737030015428,0.0015909222736954689,0.06600380206108093,0.06613107573986053
9.0,0.09,0.00030000000000000003,0.0010529944896697997,0.0644183280467987,0.06451309734582901
10.0,0.1,0.0029339262969984574,0.0017853530021384359,0.08928938937187195,0.08946792441606521
11.0,0.11,0.0027421729424061793,0.00021097000152803957,0.06813206815719605,0.0681552746295929
12.0,0.12,0.002443510090594839,0.00012311253987718374,0.06177670007944107,0.061791473627090455
13.0,0.13,0.002067172942406179,8.891404396854342e-05,0.05788968199491501,0.05790124100446701
14.0,0.14,0.00165,6.933139095781371e-05,0.055102581322193145,0.05511228781938553
15.0,0.15,0.0012328270575938211,5.682189529761672e-05,0.05306513118743896,0.05307365477085114
16.0,0.16,0.0008564899094051615,4.853330395417288e-05,0.05147339618206024,0.05148116153478623
17.0,0.17,0.0005578270575938211,4.327420814661309e-05,0.050346122682094575,0.05035347932577133
18.0,0.18,0.0003660737030015428,3.9649060752708466e-05,0.0495829439163208,0.04959008079767227
19.0,0.19,0.00030000000000000003,3.732957009924576e-05,0.0490464773774147,0.04905357044935226
20.0,0.2,0.0029339262969984574,7.853408751543612e-05,0.05796779274940491,0.057983499765396115
21.0,0.21,0.0027421729424061793,3.4541239525424316e-05,0.05051629775762558,0.05052355134487152
22.0,0.22,0.002443510090594839,2.7944649336859583e-05,0.04842304927110672,0.048429197132587434
23.0,0.23,0.002067172942406179,2.285462204599753e-05,0.04672437959909439,0.046729636132717134
24.0,0.24,0.00165,1.9030980212846772e-05,0.04519549006223678,0.045200057327747345
25.0,0.25,0.0012328270575938211,1.5788116201292724e-05,0.043780485808849336,0.04378443288803101
26.0,0.26,0.0008564899094051615,1.3985403813421726e-05,0.04263526391983032,0.042638900101184846
27.0,0.27,0.0005578270575938211,1.2345116687356495e-05,0.04175444006919861,0.04175777339935303
28.0,0.28,0.0003660737030015428,1.1428582860389725e-05,0.04105156391859054,0.0410547639131546
29.0,0.29,0.00030000000000000003,1.0823501128470526e-05,0.04069787859916687,0.04070101737976074
30.0,0.3,0.0029339262969984574,0.0010576708600419807,0.04421077018976211,0.04452807158231735
31.0,0.31,0.0027421729424061793,1.7030164759489707e-05,0.0426843558549881,0.042689634919166566
32.0,0.32,0.002443510090594839,1.2939264372107572e-05,0.04122966945171356,0.041233810067176815
33.0,0.33,0.002067172942406179,1.0566340133664198e-05,0.03978123116493225,0.039784717738628385
34.0,0.34,0.00165,8.953555778134613e-06,0.03836226159334183,0.03836530584096909
35.0,0.35000000000000003,0.0012328270575938211,7.4251470141462054e-06,0.0369805383682251,0.036983137011528014
36.0,0.36,0.0008564899094051615,7.071533604175783e-06,0.03572871732711792,0.035731263220310214
37.0,0.37,0.0005578270575938211,5.857974640093744e-06,0.03471254724264145,0.03471471476554871
38.0,0.38,0.0003660737030015428,5.440824999823235e-06,0.03398000717163086,0.03398207464814186
39.0,0.39,0.00030000000000000003,5.184361965802964e-06,0.033525205820798876,0.0335272276699543
40.0,0.4,0.0029339262969984574,8.679256039613393e-06,0.03815495675802231,0.03815842854976654
41.0,0.41000000000000003,0.0027421729424061793,1.053632391267456e-05,0.03801412969827652,0.038018449544906616
42.0,0.42,0.002443510090594839,8.979783204267733e-06,0.03642446893453598,0.036428240716457366
43.0,0.43,0.002067172942406179,7.158788474043831e-06,0.03492503571510315,0.03492811387777329
44.0,0.44,0.00165,5.767266637121793e-06,0.033376963108778,0.033379500716924665
45.0,0.45,0.0012328270575938211,4.498170652368571e-06,0.03177215525507927,0.031774179488420484
46.0,0.46,0.0008564899094051615,3.7412456003949046e-06,0.03043479761481285,0.03043651857972145
47.0,0.47000000000000003,0.0005578270575938211,3.2208454213105143e-06,0.029386155039072038,0.029387668877840042
48.0,0.48,0.0003660737030015428,2.959393154014833e-06,0.028652837604284286,0.028654258072376253
49.0,0.49,0.00030000000000000003,2.7539076036191546e-06,0.028206981986761092,0.02820833131670952
50.0,0.5,0.0029339262969984574,8.089577277132775e-06,0.03439195886254311,0.03439600372314453
51.0,0.51,0.0027421729424061793,1.0938717721728608e-05,0.03489017939567566,0.034895758330821994
52.0,0.52,0.002443510090594839,8.249999293184374e-06,0.03316243889927864,0.033166728973388675
53.0,0.53,0.002067172942406179,6.370828974468168e-06,0.031475582182407376,0.031478958696126935
54.0,0.54,0.00165,4.618856750312261e-06,0.029777245253324508,0.02977973958849907
55.0,0.55,0.0012328270575938211,3.3988363211392424e-06,0.02819477379322052,0.028196643114089967
56.0,0.56,0.0008564899094051615,2.5694660616863984e-06,0.02678676092624664,0.026788199931383132
57.0,0.5700000000000001,0.0005578270575938211,2.082555911329109e-06,0.025699204176664353,0.025700391203165054
58.0,0.58,0.0003660737030015428,1.8117551917384843e-06,0.024972489148378373,0.02497354009747505
59.0,0.59,0.00030000000000000003,1.6720138610253344e-06,0.02453864049911499,0.024539627104997633
60.0,0.6,0.0029339262969984574,0.0001916547255787009,0.030994584381580353,0.03110957717895508
61.0,0.61,0.0027421729424061793,1.015481744252611e-05,0.03328778141736984,0.03329397588968277
62.0,0.62,0.002443510090594839,7.208128547063097e-06,0.031454773396253584,0.03145924252271652
63.0,0.63,0.002067172942406179,5.068129576102365e-06,0.02951954612135887,0.02952273890376091
64.0,0.64,0.00165,3.4528325704741292e-06,0.027621971249580383,0.027624180972576143
65.0,0.65,0.0012328270575938211,2.516506086976733e-06,0.025917394876480104,0.025919030576944353
66.0,0.66,0.0008564899094051615,1.8317891790502473e-06,0.024478594303131103,0.024479803323745726
67.0,0.67,0.0005578270575938211,1.432437125913566e-06,0.023398539751768112,0.023399499535560607
68.0,0.68,0.0003660737030015428,1.2260587500350084e-06,0.022719157576560973,0.022719991356134416
69.0,0.6900000000000001,0.00030000000000000003,1.1259620850978536e-06,0.022297700256109238,0.02229847714304924
70.0,0.7000000000000001,0.0029339262969984574,4.5244448745506814e-05,0.02858912867307663,0.028620799750089645
71.0,0.71,0.0027421729424061793,9.331452834885567e-06,0.03191228622198105,0.03191891160607338
72.0,0.72,0.002443510090594839,7.303830185264815e-06,0.030390105485916138,0.03039536437392235
73.0,0.73,0.002067172942406179,4.991356243408518e-06,0.02829368817806244,0.028297331869602205
74.0,0.74,0.00165,3.242379509174498e-06,0.026381329864263534,0.026383729159832
75.0,0.75,0.0012328270575938211,2.095613255733042e-06,0.024611846208572388,0.024613417983055115
76.0,0.76,0.0008564899094051615,1.4357498148456215e-06,0.023132322043180466,0.023133413314819336
77.0,0.77,0.0005578270575938211,1.0649817650119076e-06,0.02206304559111595,0.022063865631818773
78.0,0.78,0.0003660737030015428,8.724648641873501e-07,0.02139210969209671,0.02139279028773308
79.0,0.79,0.00030000000000000003,7.8830953589204e-07,0.02098671704530716,0.020987339824438095
80.0,0.8,0.0029339262969984574,2.1642654695824603e-05,0.02712960183620453,0.027146916031837463
81.0,0.81,0.0027421729424061793,9.737703017890454e-06,0.03126006433367729,0.031267951816320416
82.0,0.8200000000000001,0.002443510090594839,8.022332374821417e-06,0.030054807603359223,0.030061385899782182
83.0,0.8300000000000001,0.002067172942406179,5.280254816170782e-06,0.02766980355978012,0.027674186170101166
84.0,0.84,0.00165,3.2335703617718535e-06,0.025651631385087966,0.025654347598552705
85.0,0.85,0.0012328270575938211,1.9005469966941747e-06,0.023798508912324906,0.023800124436616898
86.0,0.86,0.0008564899094051615,1.1945034939344622e-06,0.022345705389976503,0.022346732646226882
87.0,0.87,0.0005578270575938211,8.423218278039712e-07,0.021299704521894454,0.021300437450408934
88.0,0.88,0.0003660737030015428,6.648886055700132e-07,0.020648443758487702,0.020649028807878493
89.0,0.89,0.00030000000000000003,5.803733206448669e-07,0.020290001302957536,0.02029051786661148
90.0,0.9,0.0029339262969984574,4.556955360385473e-05,0.025968400090932847,0.02600941261649132
91.0,0.91,0.0027421729424061793,9.611595116439276e-06,0.030603641629219056,0.030612388223409653
92.0,0.92,0.002443510090594839,7.841422280762344e-06,0.029609566003084183,0.029616780132055282
93.0,0.93,0.002067172942406179,4.8733384355728045e-06,0.027363475829362868,0.02736800792813301
94.0,0.9400000000000001,0.00165,2.877513878047466e-06,0.02521647396683693,0.025219178825616837
95.0,0.9500000000000001,0.0012328270575938211,1.786165079465718e-06,0.02337066987156868,0.0233723666369915
96.0,0.96,0.0008564899094051615,1.060257525750785e-06,0.021920525550842285,0.021921543389558793
97.0,0.97,0.0005578270575938211,6.969999849388841e-07,0.020889622271060945,0.02089029836654663
98.0,0.98,0.0003660737030015428,5.36677539912489e-07,0.020225795418024065,0.020226321309804916
99.0,0.99,0.00030000000000000003,4.6614414895884694e-07,0.019915673285722732,0.01991613468527794
